name,email,facultyCode,programmeCode,regNumber,password
Cyprian Saleh,cyprian.saleh@stud.umu.ac.ug,FSC,BSC-CS,2022-B501-00170,Umu@2026
Resty Nyakato,resty.nyakato@stud.umu.ac.ug,FSC,BSC-CS,2025-B501-00171,Umu@2026
Mary William Ndyanabo,mary.william.ndyanabo@stud.umu.ac.ug,FSC,BSC-CS,2022-B501-00172,Umu@2026
Moreen Francis Nyakato,moreen.francis.nyakato@stud.umu.ac.ug,FSC,BSC-CS,2023-B501-00173,Umu@2026
Stephen Namutebi,stephen.namutebi@stud.umu.ac.ug,FSC,BSC-CS,2025-B501-00174,Umu@2026
Stella Ssebulime,stella.ssebulime@stud.umu.ac.ug,FSC,BSC-CS,2024-B501-00175,Umu@2026
Amos Njoroge,amos.njoroge@stud.umu.ac.ug,FSC,BSC-CS,2022-B501-00176,Umu@2026
Julius Nyambura,julius.nyambura@stud.umu.ac.ug,FSC,BSC-CS,2022-B501-00177,Umu@2026
Diana Amone,diana.amone@stud.umu.ac.ug,FSC,BSC-CS,2023-B501-00178,Umu@2026
Grace Nabatanzi,grace.nabatanzi@stud.umu.ac.ug,FSC,BSC-CS,2022-B501-00179,Umu@2026
Shamim Paul Kasirye,shamim.paul.kasirye@stud.umu.ac.ug,FSC,BSC-CS,2025-B501-00180,Umu@2026
Umutoni Ssemakula,umutoni.ssemakula@stud.umu.ac.ug,FSC,BSC-CS,2022-B501-00181,Umu@2026
Sarah Ssemanda,sarah.ssemanda@stud.umu.ac.ug,FSC,BSC-CS,2023-B501-00182,Umu@2026
Moreen Nabirye,moreen.nabirye@stud.umu.ac.ug,FSC,BSC-CS,2023-B501-00183,Umu@2026
Uwase Adhiambo,uwase.adhiambo@stud.umu.ac.ug,FSC,BSC-CS,2022-B501-00184,Umu@2026
Deogratius Laker,deogratius.laker@stud.umu.ac.ug,FSC,BSC-CS,2023-B501-00185,Umu@2026
Gorreti Kiguli,gorreti.kiguli@stud.umu.ac.ug,FSC,BSC-CS,2025-B501-00186,Umu@2026
Fatima Katongole,fatima.katongole@stud.umu.ac.ug,FSC,BSC-CS,2024-B501-00187,Umu@2026
Stephen Najjuma,stephen.najjuma@stud.umu.ac.ug,FSC,BSC-CS,2024-B501-00188,Umu@2026
Ruth Rose Ssemakula,ruth.rose.ssemakula@stud.umu.ac.ug,FSC,BSC-CS,2022-B501-00189,Umu@2026
Shamim Kasule,shamim.kasule@stud.umu.ac.ug,FSC,BSC-CS,2025-B501-00190,Umu@2026
Judith Moses Mwangi,judith.moses.mwangi@stud.umu.ac.ug,FSC,BSC-CS,2022-B501-00191,Umu@2026
Jackson Ssemakula,jackson.ssemakula@stud.umu.ac.ug,FSC,BSC-CS,2023-B501-00192,Umu@2026
Benjamin Ssekitoleko,benjamin.ssekitoleko@stud.umu.ac.ug,FSC,BSC-CS,2022-B501-00193,Umu@2026
Eric Asiimwe,eric.asiimwe@stud.umu.ac.ug,FSC,BSC-CS,2025-B501-00194,Umu@2026
Nicholas Tendo,nicholas.tendo@stud.umu.ac.ug,FSC,BSC-CS,2024-B501-00195,Umu@2026
Paul Nsubuga,paul.nsubuga@stud.umu.ac.ug,FSC,BSC-CS,2024-B501-00196,Umu@2026
Isaac Agnes Ssali,isaac.agnes.ssali@stud.umu.ac.ug,FSC,BSC-CS,2025-B501-00197,Umu@2026
Jacob Kamau,jacob.kamau@stud.umu.ac.ug,FSC,BSC-CS,2025-B501-00198,Umu@2026
Thomas Ajok,thomas.ajok@stud.umu.ac.ug,FSC,BSC-CS,2024-B501-00199,Umu@2026
Benjamin Nabongo,benjamin.nabongo@stud.umu.ac.ug,FSC,BSC-CS,2025-B501-00200,Umu@2026
Florence Uwera,florence.uwera@stud.umu.ac.ug,FSC,BSC-CS,2025-B501-00201,Umu@2026
Lawrence Bwette,lawrence.bwette@stud.umu.ac.ug,FSC,BSC-CS,2023-B501-00202,Umu@2026
Priscilla Chebet,priscilla.chebet@stud.umu.ac.ug,FSC,BSC-CS,2023-B501-00203,Umu@2026
Sandra Wambui,sandra.wambui@stud.umu.ac.ug,FSC,BSC-CS,2025-B501-00204,Umu@2026
Aisha Namaganda,aisha.namaganda@stud.umu.ac.ug,FSC,BSC-CS,2023-B501-00205,Umu@2026
Anitah Nakayima,anitah.nakayima@stud.umu.ac.ug,FSC,BSC-CS,2024-B501-00206,Umu@2026
Dennis Obote,dennis.obote@stud.umu.ac.ug,FSC,BSC-CS,2024-B501-00207,Umu@2026
Mary Ssekitoleko,mary.ssekitoleko@stud.umu.ac.ug,FSC,BSC-CS,2023-B501-00208,Umu@2026
Doreen Adhiambo,doreen.adhiambo@stud.umu.ac.ug,FSC,BSC-CS,2022-B501-00209,Umu@2026
Mark Nakitende,mark.nakitende@stud.umu.ac.ug,FSC,BSC-CS,2025-B501-00210,Umu@2026
Mirembe Chebet,mirembe.chebet@stud.umu.ac.ug,FSC,BSC-CS,2025-B501-00211,Umu@2026
Simon John Wambui,simon.john.wambui@stud.umu.ac.ug,FSC,BSC-CS,2025-B501-00212,Umu@2026
Josephine Ochieng,josephine.ochieng@stud.umu.ac.ug,FSC,BSC-CS,2024-B501-00213,Umu@2026
Mary Rose Najjuma,mary.rose.najjuma@stud.umu.ac.ug,FSC,BSC-CS,2025-B501-00214,Umu@2026
Matthew Oloya,matthew.oloya@stud.umu.ac.ug,FSC,BSC-CS,2022-B501-00215,Umu@2026
Judith Kigozi,judith.kigozi@stud.umu.ac.ug,FSC,BSC-CS,2022-B501-00216,Umu@2026
Ruth Ssebaggala,ruth.ssebaggala@stud.umu.ac.ug,FSC,BSC-CS,2025-B501-00217,Umu@2026
Tonny Alice Nalwoga,tonny.alice.nalwoga@stud.umu.ac.ug,FSC,BSC-CS,2025-B501-00218,Umu@2026
Robert Florence Saleh,robert.florence.saleh@stud.umu.ac.ug,FSC,BSC-CS,2024-B501-00219,Umu@2026
Martin Kamya,martin.kamya@stud.umu.ac.ug,FSC,BSC-CS,2025-B501-00220,Umu@2026
Harold Ssewanyana,harold.ssewanyana@stud.umu.ac.ug,FSC,BSC-CS,2023-B501-00221,Umu@2026
Moreen Juliet Nakamatte,moreen.juliet.nakamatte@stud.umu.ac.ug,FSC,BSC-CS,2023-B501-00222,Umu@2026
Benjamin Uwera,benjamin.uwera@stud.umu.ac.ug,FSC,BSC-CS,2025-B501-00223,Umu@2026
Diana Nakamatte,diana.nakamatte@stud.umu.ac.ug,FSC,BSC-CS,2022-B501-00224,Umu@2026
Deogratius Nsubuga,deogratius.nsubuga@stud.umu.ac.ug,FSC,BSC-CS,2025-B501-00225,Umu@2026
Mark Twinomugisha,mark.twinomugisha@stud.umu.ac.ug,FSC,BSC-CS,2024-B501-00226,Umu@2026
Godfrey Lwanga,godfrey.lwanga@stud.umu.ac.ug,FSC,BSC-CS,2024-B501-00227,Umu@2026
Margaret Waswa,margaret.waswa@stud.umu.ac.ug,FSC,BSC-CS,2025-B501-00228,Umu@2026
Mariam Ayebare,mariam.ayebare@stud.umu.ac.ug,FSC,BSC-CS,2023-B501-00229,Umu@2026
Dorcus Omoding,dorcus.omoding@stud.umu.ac.ug,FSC,BSC-CS,2024-B501-00230,Umu@2026
Anitah Namutebi,anitah.namutebi@stud.umu.ac.ug,FSC,BSC-CS,2024-B501-00231,Umu@2026
Patrick Auma,patrick.auma@stud.umu.ac.ug,FSC,BSC-CS,2025-B501-00232,Umu@2026
Doreen Omoding,doreen.omoding@stud.umu.ac.ug,FSC,BSC-CS,2024-B501-00233,Umu@2026
Mariam Kintu,mariam.kintu@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00001,Umu@2026
Harold Ndyanabo,harold.ndyanabo@stud.umu.ac.ug,FSC,BSC-IT,2023-B502-00002,Umu@2026
Thomas Ssali,thomas.ssali@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00003,Umu@2026
Martin James Ssemanda,martin.james.ssemanda@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00004,Umu@2026
Gorreti Kato,gorreti.kato@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00005,Umu@2026
Simon Kakooza,simon.kakooza@stud.umu.ac.ug,FSC,BSC-IT,2022-B502-00006,Umu@2026
Evelyn Chebet,evelyn.chebet@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00007,Umu@2026
Uwase Asiimwe,uwase.asiimwe@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00008,Umu@2026
Mercy Noel Muwonge,mercy.noel.muwonge@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00009,Umu@2026
James Kamya,james.kamya@stud.umu.ac.ug,FSC,BSC-IT,2022-B502-00010,Umu@2026
Catherine Paul Kasule,catherine.paul.kasule@stud.umu.ac.ug,FSC,BSC-IT,2022-B502-00011,Umu@2026
Francis Vincent Tendo,francis.vincent.tendo@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00012,Umu@2026
Halima Ochieng,halima.ochieng@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00013,Umu@2026
Amos Namukasa,amos.namukasa@stud.umu.ac.ug,FSC,BSC-IT,2022-B502-00014,Umu@2026
Hassan Wambui,hassan.wambui@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00015,Umu@2026
Nathan Ssebulime,nathan.ssebulime@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00016,Umu@2026
Peninah Ssentongo,peninah.ssentongo@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00017,Umu@2026
Julius Kawuma,julius.kawuma@stud.umu.ac.ug,FSC,BSC-IT,2023-B502-00018,Umu@2026
Sophia Chebet,sophia.chebet@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00019,Umu@2026
Isaac Atuhaire,isaac.atuhaire@stud.umu.ac.ug,FSC,BSC-IT,2023-B502-00020,Umu@2026
Alex Amone,alex.amone@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00021,Umu@2026
Anthony Wanyama,anthony.wanyama@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00022,Umu@2026
Deogratius Amone,deogratius.amone@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00023,Umu@2026
Isaac Njoroge,isaac.njoroge@stud.umu.ac.ug,FSC,BSC-IT,2023-B502-00024,Umu@2026
Olivia Namutebi,olivia.namutebi@stud.umu.ac.ug,FSC,BSC-IT,2023-B502-00025,Umu@2026
Hassan Amone,hassan.amone@stud.umu.ac.ug,FSC,BSC-IT,2023-B502-00026,Umu@2026
Brenda Wambui,brenda.wambui@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00027,Umu@2026
Anitah Ssentongo,anitah.ssentongo@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00028,Umu@2026
Joseph Kenneth Opio,joseph.kenneth.opio@stud.umu.ac.ug,FSC,BSC-IT,2022-B502-00029,Umu@2026
Brenda Wafula,brenda.wafula@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00030,Umu@2026
Nathan Byaruhanga,nathan.byaruhanga@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00031,Umu@2026
Sharon Patricia Namutebi,sharon.patricia.namutebi@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00032,Umu@2026
Livingstone Nakamya,livingstone.nakamya@stud.umu.ac.ug,FSC,BSC-IT,2022-B502-00033,Umu@2026
Martin Wandera,martin.wandera@stud.umu.ac.ug,FSC,BSC-IT,2022-B502-00034,Umu@2026
Fatima Nabirye,fatima.nabirye@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00035,Umu@2026
Abraham Wanyonyi,abraham.wanyonyi@stud.umu.ac.ug,FSC,BSC-IT,2022-B502-00036,Umu@2026
John Oloya,john.oloya@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00037,Umu@2026
Mirembe Muwonge,mirembe.muwonge@stud.umu.ac.ug,FSC,BSC-IT,2023-B502-00038,Umu@2026
Sylvia Nansubuga,sylvia.nansubuga@stud.umu.ac.ug,FSC,BSC-IT,2023-B502-00039,Umu@2026
Shamim Martha Nabisubi,shamim.martha.nabisubi@stud.umu.ac.ug,FSC,BSC-IT,2022-B502-00040,Umu@2026
Charles Ssemakula,charles.ssemakula@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00041,Umu@2026
Livingstone Kasirye,livingstone.kasirye@stud.umu.ac.ug,FSC,BSC-IT,2022-B502-00042,Umu@2026
Julius Andrew Asiimwe,julius.andrew.asiimwe@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00043,Umu@2026
Michael Komakech,michael.komakech@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00044,Umu@2026
Joseph Nabongo,joseph.nabongo@stud.umu.ac.ug,FSC,BSC-IT,2022-B502-00045,Umu@2026
Anthony Auma,anthony.auma@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00046,Umu@2026
Mackline Oloya,mackline.oloya@stud.umu.ac.ug,FSC,BSC-IT,2022-B502-00047,Umu@2026
Phoebe Otieno,phoebe.otieno@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00048,Umu@2026
Sarah Mukasa,sarah.mukasa@stud.umu.ac.ug,FSC,BSC-IT,2023-B502-00049,Umu@2026
Robinah Nakimuli,robinah.nakimuli@stud.umu.ac.ug,FSC,BSC-IT,2023-B502-00050,Umu@2026
Doreen Lukwiya,doreen.lukwiya@stud.umu.ac.ug,FSC,BSC-IT,2022-B502-00051,Umu@2026
Charles Namukasa,charles.namukasa@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00052,Umu@2026
John Anyango,john.anyango@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00053,Umu@2026
Ambrose Paul Wambui,ambrose.paul.wambui@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00054,Umu@2026
Abraham Wasike,abraham.wasike@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00055,Umu@2026
Gorreti Ayebare,gorreti.ayebare@stud.umu.ac.ug,FSC,BSC-IT,2022-B502-00056,Umu@2026
Margaret Ssebaggala,margaret.ssebaggala@stud.umu.ac.ug,FSC,BSC-IT,2023-B502-00057,Umu@2026
Rachel Kasirye,rachel.kasirye@stud.umu.ac.ug,FSC,BSC-IT,2023-B502-00058,Umu@2026
Samuel Ssekitoleko,samuel.ssekitoleko@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00059,Umu@2026
Christopher Najjuma,christopher.najjuma@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00060,Umu@2026
Ambrose Auma,ambrose.auma@stud.umu.ac.ug,FSC,BSC-IT,2022-B502-00061,Umu@2026
Henry Sserwadda,henry.sserwadda@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00062,Umu@2026
Edward Wafula,edward.wafula@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00063,Umu@2026
Halima Natukunda,halima.natukunda@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00064,Umu@2026
Martin Wanyonyi,martin.wanyonyi@stud.umu.ac.ug,FSC,BSC-IT,2023-B502-00065,Umu@2026
Patricia Lukwiya,patricia.lukwiya@stud.umu.ac.ug,FSC,BSC-IT,2023-B502-00066,Umu@2026
Sophia Sebbaale,sophia.sebbaale@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00067,Umu@2026
Joash Wandera,joash.wandera@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00068,Umu@2026
Andrew Owino,andrew.owino@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00069,Umu@2026
Diana Namutebi,diana.namutebi@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00070,Umu@2026
Henry Natukunda,henry.natukunda@stud.umu.ac.ug,FSC,BSC-IT,2022-B502-00071,Umu@2026
Shamim Christine Tendo,shamim.christine.tendo@stud.umu.ac.ug,FSC,BSC-IT,2023-B502-00072,Umu@2026
Phoebe Kakooza,phoebe.kakooza@stud.umu.ac.ug,FSC,BSC-IT,2022-B502-00073,Umu@2026
Umutoni Nabisubi,umutoni.nabisubi@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00074,Umu@2026
Geoffrey Tumwebaze,geoffrey.tumwebaze@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00075,Umu@2026
Faridah Wandera,faridah.wandera@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00076,Umu@2026
Juliet Nakayima,juliet.nakayima@stud.umu.ac.ug,FSC,BSC-IT,2023-B502-00077,Umu@2026
Rashidah Cherono,rashidah.cherono@stud.umu.ac.ug,FSC,BSC-IT,2022-B502-00078,Umu@2026
Jackson Ntale,jackson.ntale@stud.umu.ac.ug,FSC,BSC-IT,2022-B502-00079,Umu@2026
Anthony Omoding,anthony.omoding@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00080,Umu@2026
Rebecca Nakato,rebecca.nakato@stud.umu.ac.ug,FSC,BSC-IT,2023-B502-00081,Umu@2026
Rose Dennis Nabirye,rose.dennis.nabirye@stud.umu.ac.ug,FSC,BSC-IT,2023-B502-00082,Umu@2026
Amos Tumwebaze,amos.tumwebaze@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00083,Umu@2026
Evarist Ouma,evarist.ouma@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00084,Umu@2026
Prossy Nanyonjo,prossy.nanyonjo@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00085,Umu@2026
Judith Kaggwa,judith.kaggwa@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00086,Umu@2026
Faridah Mubiru,faridah.mubiru@stud.umu.ac.ug,FSC,BSC-IT,2023-B502-00087,Umu@2026
Robert Ampaire,robert.ampaire@stud.umu.ac.ug,FSC,BSC-IT,2023-B502-00088,Umu@2026
Immaculate Kagimu,immaculate.kagimu@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00089,Umu@2026
Geoffrey Ouma,geoffrey.ouma@stud.umu.ac.ug,FSC,BSC-IT,2023-B502-00090,Umu@2026
Rose Godfrey Kawuma,rose.godfrey.kawuma@stud.umu.ac.ug,FSC,BSC-IT,2023-B502-00091,Umu@2026
Diana Nakimera,diana.nakimera@stud.umu.ac.ug,FSC,BSC-IT,2022-B502-00092,Umu@2026
Mackline Mbabazi,mackline.mbabazi@stud.umu.ac.ug,FSC,BSC-IT,2023-B502-00093,Umu@2026
Brian Lwanga,brian.lwanga@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00094,Umu@2026
Aisha Robert Nabulya,aisha.robert.nabulya@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00095,Umu@2026
Lawrence Tumusiime,lawrence.tumusiime@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00096,Umu@2026
Nathan Mwesigwa,nathan.mwesigwa@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00097,Umu@2026
Catherine Eva Kasirye,catherine.eva.kasirye@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00098,Umu@2026
Vincent Najjuma,vincent.najjuma@stud.umu.ac.ug,FSC,BSC-IT,2023-B502-00099,Umu@2026
Mark Nabatanzi,mark.nabatanzi@stud.umu.ac.ug,FSC,BSC-IT,2022-B502-00100,Umu@2026
Doreen Opio,doreen.opio@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00101,Umu@2026
Florence Namukasa,florence.namukasa@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00102,Umu@2026
Anitah Katongole,anitah.katongole@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00103,Umu@2026
Gorreti Ochieng,gorreti.ochieng@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00104,Umu@2026
Deogratius Birungi,deogratius.birungi@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00105,Umu@2026
Eric Nalwoga,eric.nalwoga@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00106,Umu@2026
Nathan Ssewanyana,nathan.ssewanyana@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00107,Umu@2026
Amos Ndyanabo,amos.ndyanabo@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00108,Umu@2026
Shamim Kawuma,shamim.kawuma@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00109,Umu@2026
Peninah Ocen,peninah.ocen@stud.umu.ac.ug,FSC,BSC-IT,2022-B502-00110,Umu@2026
Brian Kakooza,brian.kakooza@stud.umu.ac.ug,FSC,BSC-IT,2022-B502-00111,Umu@2026
Susan Birungi,susan.birungi@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00112,Umu@2026
Priscilla Katongole,priscilla.katongole@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00113,Umu@2026
Phoebe Martha Wandera,phoebe.martha.wandera@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00114,Umu@2026
Priscilla Otieno,priscilla.otieno@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00115,Umu@2026
Josephine Nanyonjo,josephine.nanyonjo@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00116,Umu@2026
Paul Asiimwe,paul.asiimwe@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00117,Umu@2026
Thomas Tumwebaze,thomas.tumwebaze@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00118,Umu@2026
Brenda Sserunkuma,brenda.sserunkuma@stud.umu.ac.ug,FSC,BSC-IT,2023-B502-00119,Umu@2026
Christopher Bahati,christopher.bahati@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00120,Umu@2026
Saudah Nakato,saudah.nakato@stud.umu.ac.ug,FSC,BSC-IT,2023-B502-00121,Umu@2026
Evarist Wanyonyi,evarist.wanyonyi@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00122,Umu@2026
Vincent Namuli,vincent.namuli@stud.umu.ac.ug,FSC,BSC-IT,2023-B502-00123,Umu@2026
Betty Mutua,betty.mutua@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00124,Umu@2026
Julius Ndyanabo,julius.ndyanabo@stud.umu.ac.ug,FSC,BSC-IT,2022-B502-00125,Umu@2026
Prossy Ssemakula,prossy.ssemakula@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00126,Umu@2026
Isaac Mary Ssemanda,isaac.mary.ssemanda@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00127,Umu@2026
Geoffrey Komakech,geoffrey.komakech@stud.umu.ac.ug,FSC,BSC-IT,2023-B502-00128,Umu@2026
Rebecca Kiguli,rebecca.kiguli@stud.umu.ac.ug,FSC,BSC-IT,2023-B502-00129,Umu@2026
Evelyn Ssekajja,evelyn.ssekajja@stud.umu.ac.ug,FSC,BSC-IT,2023-B502-00130,Umu@2026
Brian Mugabi,brian.mugabi@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00131,Umu@2026
Uwase Ssebulime,uwase.ssebulime@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00132,Umu@2026
Daniel Kakooza,daniel.kakooza@stud.umu.ac.ug,FSC,BSC-IT,2022-B502-00133,Umu@2026
Ivan Namuli,ivan.namuli@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00134,Umu@2026
Evarist Mubiru,evarist.mubiru@stud.umu.ac.ug,FSC,BSC-IT,2023-B502-00135,Umu@2026
Moreen Njoroge,moreen.njoroge@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00136,Umu@2026
Loyce Okeyo,loyce.okeyo@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00137,Umu@2026
Sharon Nakamya,sharon.nakamya@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00138,Umu@2026
Judith Masinde,judith.masinde@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00139,Umu@2026
Prossy Kirabo,prossy.kirabo@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00140,Umu@2026
Olivia Chebet,olivia.chebet@stud.umu.ac.ug,FSC,BSC-IT,2023-B502-00141,Umu@2026
Gorreti Wanyonyi,gorreti.wanyonyi@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00142,Umu@2026
George James Lwanga,george.james.lwanga@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00143,Umu@2026
Fatima Ssekajja,fatima.ssekajja@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00144,Umu@2026
Isaac William Otieno,isaac.william.otieno@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00145,Umu@2026
Matthew Ayebare,matthew.ayebare@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00146,Umu@2026
Matthew Kayiwa,matthew.kayiwa@stud.umu.ac.ug,FSC,BSC-IT,2023-B502-00147,Umu@2026
Robinah Wafula,robinah.wafula@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00148,Umu@2026
Jacob Samuel Mwangi,jacob.samuel.mwangi@stud.umu.ac.ug,FSC,BSC-IT,2023-B502-00149,Umu@2026
Kenneth Kakooza,kenneth.kakooza@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00150,Umu@2026
Resty Nakayima,resty.nakayima@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00151,Umu@2026
Sarah Tumwebaze,sarah.tumwebaze@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00152,Umu@2026
Sarah Vincent Ssekajja,sarah.vincent.ssekajja@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00153,Umu@2026
Cyprian Ouma,cyprian.ouma@stud.umu.ac.ug,FSC,BSC-IT,2022-B502-00154,Umu@2026
Joseph Sebbaale,joseph.sebbaale@stud.umu.ac.ug,FSC,BSC-IT,2022-B502-00155,Umu@2026
Charles Paul Kagimu,charles.paul.kagimu@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00156,Umu@2026
Francis Kakooza,francis.kakooza@stud.umu.ac.ug,FSC,BSC-IT,2023-B502-00157,Umu@2026
Catherine Mbabazi,catherine.mbabazi@stud.umu.ac.ug,FSC,BSC-IT,2022-B502-00158,Umu@2026
Marion Anyango,marion.anyango@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00159,Umu@2026
Prossy Andrew Amone,prossy.andrew.amone@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00160,Umu@2026
Isaac Mugisha,isaac.mugisha@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00161,Umu@2026
Jacob Obote,jacob.obote@stud.umu.ac.ug,FSC,BSC-IT,2022-B502-00162,Umu@2026
Martin Namutebi,martin.namutebi@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00163,Umu@2026
Moreen Mukasa,moreen.mukasa@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00164,Umu@2026
Olivia Nalwoga,olivia.nalwoga@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00165,Umu@2026
Ronald Nabirye,ronald.nabirye@stud.umu.ac.ug,FSC,BSC-IT,2022-B502-00166,Umu@2026
Teddy Mwesigwa,teddy.mwesigwa@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00167,Umu@2026
Geoffrey Alice Auma,geoffrey.alice.auma@stud.umu.ac.ug,FSC,BSC-IT,2022-B502-00168,Umu@2026
Rashidah Namukasa,rashidah.namukasa@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00169,Umu@2026
Amina Kenneth Wambui,amina.kenneth.wambui@stud.umu.ac.ug,FSC,BSC-IT,2024-B502-00170,Umu@2026
Tonny Nakamya,tonny.nakamya@stud.umu.ac.ug,FSC,BSC-IT,2025-B502-00171,Umu@2026
David Bbosa,david.bbosa@stud.umu.ac.ug,FSC,BSC-IT,2022-B502-00172,Umu@2026
Elly Wanyama,elly.wanyama@stud.umu.ac.ug,FSC,BSC-IT,2023-B502-00173,Umu@2026
